ID,prd_code_sku,company,name_internal,vendor,productgroup,werksoort,costcenter,uursoort,discountgroup,currency,salesprice
33f25b3e-ec56-4cff-908e-293187ca53a0,EK,MUN,"Non-recurring costs - eenmalige kosten; use ""samenstelling"" to add non-recurring costs",,,,,,,,0.00
09c504f3-2417-4e72-9a78-3fc0a45efa95,ESLACCN-USER,MUN,"Light portal user account, non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,35.00
54678d35-5ed6-44cf-878b-a0107e533b05,ESLACCRY-USER,MUN,"Light portal user account, per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,7.20
b191364f-6fd4-420c-beee-d0610caa3be0,ESLC4A-E -,MUN,"Model LC4, Elspec, universal light controller DALI/010V, energy measurement, non-recurring",,"ISNN InsightNow Network, non recurring",,Light,,,,90.00
ffe6a5eb-9f5d-493a-a886-2da27e97dc8a,ESLCNFN-LOC,MUN,"On-site portal configuration light project, non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,1000.00
58f5d5cb-de7f-490d-9cde-ad77e3840e52,ESLCNFN-REM,MUN,"Remote portal configuration light project, non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,500.00
66eb3d08-5d39-418f-89d5-f1f143bbbaf0,ESLCNFRY-LOC,MUN,"On-site portal configuration light project, per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,0.00
d84716a7-543b-4ed4-9d29-c6a3e1044563,ESLCNFRY-REM,MUN,"Remote portal configuration light project, per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,0.00
eb84c38b-a6f4-44e0-8cad-cc84f4f205ee,ESLCNTN-ADV,MUN,"Controlling light, advanced version [dimcalendar, alarm, error reporting, energy, dynamic, traffic], non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,15.00
49b75bd1-2838-434d-8904-43216a58f065,ESLCNTRY-ADV,MUN,"Controlling light, advanced version [dimcalendar, alarm, error reporting, energy, dynamic, traffic], per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,14.40
5e1ed747-aba7-459b-8348-ed9c5c18a34b,ESLENTN-A500,MUN,"Portal license 500 light controllers, advanced version [dimkalendar, alarm, error reporting, energy, dynamic, traffic count], non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,1430.00
0f7dd4fb-73d7-4d3d-8719-0eda419704e4,ESLENTN-B050,MUN,"Portal license 50 light controllers, 2 users, basic version [dimkalendar, alarm, error reporting, energy], non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,720.00
50f6cdb8-2e8b-4eda-9ab2-f2f79a9f1cf5,ESLENTN-B100,MUN,"Portal license 100 light controllers, basic version [dimkalendar, alarm, error reporting, energy], non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,1075.00
58215b42-7fe8-40e6-bac7-0e09fbdcbe15,ESLENTN-B500,MUN,"Portal license 500 light controllers, basic version [dimkalendar, alarm, error reporting, energy, dynamic, traffic count] , non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,1075.00
3bfdff30-4c9d-40fd-9951-6aa731783ce1,ESLENTN-L050,MUN,"Portal license 50 light controllers, 1 user, lite version [dimkalendar, alarm], non-recurring",,"ISPN InsightNow Platform, non-recurring",,Light,,,,350.00
c6f26b53-abef-4acc-8c73-586f1339f6c8,ESLENTRY-A500,MUN,"Portal usage 500 light controllers, advanced version [dimkalendar, alarm, error reporting, energy, dynamic, traffic count], per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,0.00
89abd29a-7d4f-4b7f-88b8-7320b466d4e4,ESLENTRY-B050,MUN,"Portal usage 50 light controllers, 2 users, basic version [dimkalendar, alarm, error reporting, energy], per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,0.00
d7fe2d9a-32e3-4be9-991d-1fe50d6f130d,ESLENTRY-B100,MUN,"Portal usage 100 light controllers, basic version [dimkalendar, alarm, error reporting, energy], per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,0.00
6cd5abe2-6fcf-4695-bdaa-eafcbf3ef2aa,ESLENTRY-B500,MUN,"Portal usage 500 light controllers, basic version [dimkalendar, alarm, error reporting, energy, dynamic, traffic count] , per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,0.00
391a855a-5866-4a35-8137-0adc2d22da32,ESLENTRY-L050,MUN,"Portal usage 50 light controllers, 1 user, lite version [dimkalendar, alarm], per year",,"ISPRY InsightNow Platform, recurring per year",,Light,,,,0.00
f6fd6219-2fab-4aed-b8b3-d94bc36b0fef,ESLGTWN-ALIS5Y,MUN,"ALiS interface to INSIGHTNOW platform for gateway, fee for 5 years, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,0.00
1e3ef656-d46b-41d4-956a-35801c29737e,ESLGTWRY-ALIS5Y,MUN,"ALiS interface to INSIGHTNOW platform for gateway, fee for 5 years, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,30.00
42c3a302-b149-4134-9882-0a4634f22c18,ESLLCNNR-ALIS5Y,MUN,"ALiS interface to INSIGHTNOW platform for light controller, fee for 5 years, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,0.00
68c16d09-b5d0-4cb9-800f-ac3b060a2855,ESLLCNRYR-ALIS5Y,MUN,"ALiS interface to INSIGHTNOW platform for light controller, fee for 5 years, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,3.00
911e264e-b338-491f-a020-b0fd6f94be7b,ESLLCRN-BASIC,MUN,"Controlling light, basic version [dimcalendar, alarm, error reporting, energy], non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,15.00
7d228bc3-1c5a-4412-997e-50ebf5834f50,ESLLCRN-LITE,MUN,"Controlling light, lite version [dimcalendar, alarm], non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,15.00
59a8de09-0176-4172-87da-48cabc5d408c,ESLLCRRY-BASIC,MUN,"Controlling light, basic version [dimcalendar, alarm, error reporting, energy], per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,7.20
6a38fc85-efc9-4d45-a1dc-41f9de5744dd,ESLLCRRY-LITE,MUN,"Controlling light, lite version [dimcalendar, alarm], per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,3.60
36300d35-f9a2-4698-b548-574c7aae0fc9,MPS-ADDWORK,MUN,Additional Work,,MPS Munisense Professional Services,,,,,,0.00
002a8737-2c28-4ad2-9e66-93d8ea54bf00,MPS-ADDWORK-W,MUN,Additional work water portfolio,,MPS Munisense Professional Services,,Water,,,,113.00
cb5909b4-9a91-4bed-a570-16dfa0177a5f,MPS-ADMINCOST,MUN,"Administration cost. For orders below our minimum order amount of 250 euro, we charge administration cost.",,MPS Munisense Professional Services,,,,,,15.00
4380a27f-0cd2-41b8-9443-b75d4d2135ff,MPS-ADMINCOST-W,MUN,"Administration cost. For orders below our minimum order amount of 250 euro, we charge administration cost.",,MPS Munisense Professional Services,,Water,,,,35.00
ea7792b5-d04c-4994-8a6f-8ea7d8c82806,MPS-CALIBRATION,MUN,Sensor calibration,,MPS Munisense Professional Services,tijd,Noise,staging/callibration,,,85.00
39a90c39-4c3a-44fc-b071-f4446da6ca08,MPS-CONFIG,MUN,"Configuration/Import/Export/BRO cost, per hour",,MPS Munisense Professional Services,,,,,,99.00
04508352-16d7-400d-8263-d9f6ea2c0046,MPS-CONFIG-W,MUN,"Configuration/Import/Export/BRO cost, per hour",,MPS Munisense Professional Services,,Water,,,,107.00
09f2ad68-5b7b-4796-b3f2-564718381ea4,MPS-CONSULT,MUN,Custom Consultative services,,MPS Munisense Professional Services,tijd,,engineering,,,100.00
d820333f-411b-448a-abcc-f0fd1adfef9c,MPS-DE-DEV,MUN,Depreciation initial Development cost,,MPS Munisense Professional Services,,,,,,50.00
c72e358e-3373-49f7-860b-d3ea1d91bbb9,MPS-DE-INSTALL,MUN,Depreciation initial Installation cost,,MPS Munisense Professional Services,,,,,,65.00
bc3d116c-b46c-4f79-a3d2-9f0929e9af02,MPS-DEVELOPMENT,MUN,"Custom hardware or software development, per hour",,MPS Munisense Professional Services,tijd,,engineering,,,115.00
f88157f7-8852-4a6c-8d34-e673ac8ff1b6,MPS-FIRM-UPD,MUN,Firmware update,,MPS Munisense Professional Services,kosten,,maintenance,,,25.00
edebc28d-71a9-4275-8242-e980b4238c64,MPS-INSPECTIE,MUN,Inspectie en onderzoek van apparatuur via RMA process,,MPS Munisense Professional Services,,,,,,35.00
ba54352b-e706-4bdf-9c92-fa906c247786,MPS-INSPECTIE-W,MUN,Inspectie en onderzoek van apparatuur via RMA process,,MPS Munisense Professional Services,,,,,,35.00
da3d9a8b-6645-4821-9e6e-70d3a125dc51,MPS-INSTALL,MUN,"Installation and/or configuration, per hour",,MPS Munisense Professional Services,,,,,,79.00
920ef18b-1fbb-4737-8f1d-a5e5b3e7cc00,MPS-INSTALLATION,MUN,Installation cost,,MPS Munisense Professional Services,,,,,,72.00
22370777-853f-46a4-96aa-8e15f51aca6b,MPS-INSTALLC1,MUN,Call-out fee,,MPS Munisense Professional Services,,,,,,75.00
246114ea-8dd6-4afa-ad50-81651feed3c2,MPS-INSTALLC2,MUN,Call-out fee 41-100 km,,MPS Munisense Professional Services,,,,,,125.00
2b04a83f-8c3b-4f5f-85c8-81d3d8d0a284,MPS-INSTALLC3,MUN,Call-out fee 100-200 km,,MPS Munisense Professional Services,,,,,,175.00
de7e9dfb-516f-4b57-a831-bc4d01fe7764,MPS-INSTALLC4,MUN,Call-out fee > 200 km,,MPS Munisense Professional Services,,,,,,225.00
c77c680e-2d45-4af7-8980-e76a092df3b4,MPS-INSTALL-W,MUN,"Installation, fieldwork, call-out cost, per hour",,MPS Munisense Professional Services,,Water,,,,81.00
7ef03da7-d9f1-41b4-9367-cef0f6b1f4d4,MPS-PORTAL-W,MUN,Water portal,,MPS Munisense Professional Services,tijd,,engineering,,,200.00
1f661caa-dfd9-4a4f-9a40-25879280d25e,MPS-PROJECTMNGT,MUN,Hours related to Project management,,MPS Munisense Professional Services,tijd,,,,,105.00
27a95b53-107c-49ff-a10d-21085f93ef25,MPS-PROJECTMNGT-W,MUN,Hours related to Project management,,MPS Munisense Professional Services,tijd,,,,,105.00
08a6d5f0-fd43-4ef2-b316-b9069cc5e750,MPSR-CAL1Y1,MUN,yearly fee for Calibration Class1 (will be done once every 2 years),,MPSRY2 Munisense Professional Services recurring per 2 ye,,Noise,,,,270.00
0340b9e7-41e9-43d8-ade0-97a171aaf398,MPSR-CAL1Y2,MUN,Calibration Class1 (needed once every 2 years),,MPSRY2 Munisense Professional Services recurring per 2 ye,,Noise,,,,535.00
6809dad8-8659-4a8b-8d84-27c4e212c62e,MPSR-DEVELOPMENT,MUN,Recurring development cost (yearly),,MPSRY1 Munisense Professional Services recurring per ye,,,engineering,,,105.00
f6d282a8-8563-4ba4-96cd-9c1ca3fd9ca7,MPS-STOP-START-W,MUN,Cost for stopping and restarting a water device.,,MPS Munisense Professional Services,,,,,,50.00
eea70c89-53e0-4451-b4d1-e927d0dddf16,MPS-SURVEY,MUN,Hours related to pre-installation survey,,MPS Munisense Professional Services,tijd,,,,,95.00
3de6160d-f06f-41ac-91a6-15d5b47b7c80,MPS-TRAINING-N,MUN,"User training noise portal, one session",,MPS Munisense Professional Services,tijd,,engineering,,,0.00
c17f6dab-82cd-4f81-9be8-a3ca68994809,MPS-TRAINING-W,MUN,"User training water portal, one session",,MPS Munisense Professional Services,tijd,,engineering,,,0.00
a4cd1f6e-84ea-436a-8fc3-51544a066a11,MPS-VERZEND,MUN,"Verzend- en handelingkosten voor orders kleiner dan €3500,-",,MPS Munisense Professional Services,,,,,,35.00
3c3b495b-97ae-4eea-a2c1-c690be254e8a,MPSW-INSTALL,MUN,Installation hours water,,MPS Munisense Professional Services,,Water,,,,68.00
632191d0-d76e-4a46-9e70-6a240f0889ec,MS,MUN,,,,,,,,,0.00
648059e5-3d2f-4a64-b0a9-aafef0a215e9,MSAP2A,MUN,"Model AP2, indoor climate monitoring station for particulates, temperature and humidity , non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,597.00
b50d997d-6132-4927-9cbd-1691bb2db540,MSAP2RYCI,MUN,"Service Level for Model AP2, per year, carry-in",,"ISNRY-CI InsightNow Network, recurring per year",,,,,,41.58
eca52c4e-5c75-480c-a30c-798012c67cfe,MSAP2RYFS,MUN,"Service Level for Model AP2, per year, full service",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,,,,,89.10
11bf862c-20bf-4331-8afb-cbc66349d680,MSAQ1A-I,MUN,"Model AQ1, air quality monitoring station for indoor use (with ventilator), NO2, PM, Li-Ion battery, LTE-M communication, non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,995.00
b1657b1b-de00-4054-9f08-b63608a4c780,MSAQ1A-O,MUN,"Model AQ1, mobile/stationair air quality monitoring station for outdoor use (with air pump), NO2, PM, Li-Ion battery, LTE-M communication, non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,995.00
d7f1f33c-8974-495f-bfd5-2628d301d247,MSAQ1RYCI,MUN,"Service Level for Model AQ1, per year, carry-in",,"ISNRY-CI InsightNow Network, recurring per year",,,,,,69.65
022b879f-a6a0-4b52-9dec-637183c347d1,MSAQE-CO,MUN,"Model AQE, extension on AQ monitoring stations for CO, non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,145.00
7a9a6212-0cc3-44b8-b1e9-8dcf6336f66c,MSAQE-CV,MUN,"Model AQE, extension on AQ monitoring stations for CO2 and VOC, non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,99.00
b93ca81f-292d-4da8-aabb-26e72bd5b4f0,MSAQE-NO,MUN,"Model AQE, extension on AQ monitoring stations for NO, non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,145.00
d35b57af-cfe3-45d4-87cb-ef6bfdb7fb09,MSAQVLBRY,MUN,"Acquire data from the air quality monitoring station, per year",,"ISPRY InsightNow Platform, recurring per year",,Indoorclimate,,,,99.95
7f21f4f4-1a3f-4b42-bc83-a8ce33a2fdae,MSAQVLERY,MUN,"Acquire data from outdoor monitoring station per AQE-extension, per year",,"ISPRY InsightNow Platform, recurring per year",,Indoorclimate,,,,24.95
7c4d0a7a-7aa2-4d7d-b470-5434a70ba31b,MSBALANS-NTFO,MUN,Nog te factureren omzet,,,,,,,,0.00
9ae1b7d6-4d30-46b4-9364-2b206b3762df,MSC1VLRY-C,MUN,"Acquire data from indoor climate monitoring station CO2, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,49.00
d6e01faf-7c58-4827-acb4-5b3e52ff5262,MSC2VLN-TH,MUN,"Acquire data from indoor climate monitoring station, temperature and humidity, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,10.00
3dc8524e-1fe1-4db8-aca5-b6a9c6570215,MSC2VLRY-TH,MUN,"Acquire data from indoor climate monitoring station, temperature and humidity, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,119.40
74717444-ec16-4b74-9c3f-0ab0b242b8c8,MSC3VLN-THCLNO,MUN,"Acquire data from indoor climate monitoring station, temperature, humidity, CO2, light, noise, occupation, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,10.00
9f8ce2c6-9c0f-4174-891f-987086651970,MSC3VLRY-THCLNO,MUN,"Acquire data from indoor climate monitoring station, temperature, humidity, CO2, light, noise, occupation, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,119.40
d2af6ee0-0005-4af9-9256-b49071592b3f,MSC4VLBRY-THC,MUN,"Acquire data from indoor climate monitoring station, temperature, humidity and CO2, per year",,"ISPRY InsightNow Platform, recurring per year",,Indoorclimate,,,,25.00
a90b9db0-18ed-44a5-965d-284e3ca4947b,MSC4VLN-THC,MUN,"Acquire data from indoor climate monitoring station, temperature, humidity and CO2, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,10.00
78488590-fb06-49a2-8dbf-8a003f778356,MSC4VLRY-THC,MUN,"Acquire data from indoor climate monitoring station, temperature, humidity and CO2, per year",,"ISPRY InsightNow Platform, recurring per year",,Indoorclimate,,,,49.00
639bfdee-2525-4b99-875c-c7ea5b98bdd9,MSC5VLN-THLO,MUN,"Acquire data from indoor climate monitoring station, temperature, humidity, light, occupation, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,10.00
5fc80394-bf4e-4cb2-bd26-f6e31574187c,MSC5VLRY-THLO,MUN,"Acquire data from indoor climate monitoring station, temperature, humidity, light, occupation, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,90.00
586144f7-12f7-470c-9690-d49d0f4d34c6,MSC-ACC-TS1,MUN,Tablestand for MSCS1 and MSCS4,Fresh Air Solutions BV (co2 indicator),"TPSN Third Party Services, non-recurring",,,,,,10.00
f938a293-86cb-496d-8c57-ffa9e29ed2ac,MSCATBRYCI,MUN,"Service Level voor hardware categorie B, per year, Carry In",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,Noise,,,,125.00
f244c6ce-c1a3-4fe1-b52a-e1aebf0f71ef,MSCATBRYFS,MUN,"Service Level voor hardware categorie B, per year, Full Service",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,Noise,,,,250.00
a285822d-1dff-4137-b7bb-40d26ddf0ec3,MSCATCRYCI,MUN,"Service Level voor hardware categorie C per year, Carry In",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,Noise,,,,225.00
8cbb7512-23e6-490b-86dc-f4054e626a28,MSCATCRYFS,MUN,"Service Level voor hardware categorie C, per year, Full Service",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,Noise,,,,400.00
f51cead1-6b86-4aa0-8d50-bb9a3a462c63,MSCATDRYCI,MUN,"Service Level voor hardware categorie D, per year, Carry In",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,Noise,,,,700.00
f0536dca-9f51-40f1-8e51-ff3dc32d2d2f,MSCATDRYFS,MUN,"Service Level voor hardware categorie D, per year, Full Service",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,Noise,,,,500.00
36482165-b8c3-4e07-a563-f2dbe83fb9b6,MSCL1A,MUN,"Model CL2, advanced noise monitoring station for levels, spectra, audio, noise recognition, 64 GB logging and WAV storage, 4G connectivity, WiFi,  Ethernet, GPS,  IP67, class 2, non-recurring",,"ISNN InsightNow Network, non recurring",,,,,,845.00
9c7fec56-31f7-4a1c-9dc8-531ac42ceff5,MSCL1A - B,MUN,"Model CL2-B, CityListener, ",,,,,,,,
46362b95-c09f-4d8c-8ffa-f418d3f255d1,"advanced noise monitoring station for levels, spectra, audio, noise recognition, 64 GB logging and WAV storage, 4G connectivity,  Ethernet, GPS,  IP67, class 2, Li-Ion battery for 17 hours, must be combined with Sustainder Cassette non-recurring",,"ISNN InsightNow Network, non recurring",,,,,,995.00,,
4fcbdc22-19ff-4c41-9bd8-ae745a2453c1,MSCMD1A4-3Y,MUN,MSMD1A4 - Upgrade tSense SenseAir with 3 year portal,,"TPSN Third Party Services, non-recurring",,Indoorclimate,,,,0.00
f523fc59-93a8-429d-a290-ec3409712acb,MSCS2A,MUN,"Model CS2, indoor climate monitoring station for temperature, humidity and light, battery operated, non-recurring",,"ISNN InsightNow Network, non recurring",,,,,,69.00
480d95da-731b-4fcc-8680-c303bfb4fddb,MSCS2RYCI,MUN,"Service Level for Model CS2, per year, carry-in",,"ISNRY-CI InsightNow Network, recurring per year",,,,,,8.32
58a0cfb9-08a5-43d2-b283-96f34628c436,MSCS2RYFS,MUN,"Service Level for Model CS2, per year, full service",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,Indoorclimate,,,,17.82
2b45b340-4d16-47c2-bef4-e225dd47c4f4,MSCS3A,MUN,"Model CS3, indoor climate monitoring station for temperature, humidity, light, noise, CO2 and presence, non-recurring",,"ISNN InsightNow Network, non recurring",,,,,,295.00
9b6eef3f-e1d9-48cd-9640-0c5ae8a0318d,MSCS3RYCI,MUN,"Service Level for Model CS3, per year, carry-in",,"ISNRY-CI InsightNow Network, recurring per year",,,,,,24.78
3cbc603e-5b03-4829-a8fe-916c959736ae,MSCS3RYFS,MUN,"Service Level for Model CS3, per year, full service",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,,,,,53.10
a2389c84-310e-473f-ad1c-42c39b1a2541,MSCS4A,MUN,"Model CS4, indoor climate monitoring station for temperature, humidity and CO2, non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,294.00
bcab6daf-8804-47c6-bd54-6e85175161ae,MSCS4A-KIT1-3Y,MUN,MSCS4A with 3 year portal,,"TPSN Third Party Services, non-recurring",,Indoorclimate,,,,0.00
0fbdfe98-29fb-4570-a62b-f2948149a415,MSCS4A-KIT2-3Y,MUN,"MSCS4A x3, ZGD x 1, inclusief 3 jaar Portal",,"TPSN Third Party Services, non-recurring",,,,,,0.00
a58ddbd0-3bb2-475e-ad69-b53eb490a71e,MSCS4B,MUN,"Model CS4 without display, indoor climate monitoring station for temperature, humidity and CO2, non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,274.00
14f000f1-74ca-46e1-b360-1211109709bb,MSCS4B-KIT1-3Y,MUN,MSCS4B with 3 year portal,,"TPSN Third Party Services, non-recurring",,Indoorclimate,,,,0.00
d4a25e31-895a-4a2b-b17f-54958dbe1ce5,MSCS4RYCI,MUN,"Service Level for Model CS4, per year, carry-in",,"ISNRY-CI InsightNow Network, recurring per year",,,,,,24.78
9d697462-dfb5-487a-895b-e5ffd7d1fb10,MSCS4RYFS,MUN,"Service Level for Model CS4, per year, full service",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,,,,,53.10
2adc711e-7d2d-4c8d-979c-cf8c46f34e41,MSCS5A,MUN,"Model CS5, outdoor climate monitoring station for particulates (PM 2.5), temperature and humidity , non-recurring",,"ISNN InsightNow Network, non recurring",,,,,,695.00
3ea47ac1-3aaf-45c0-9ce3-74977196c859,MSCS5RYCI,MUN,"Service Level for Model CS5, per year, carry-in",,"ISNRY-CI InsightNow Network, recurring per year",,,,,,41.58
4f50d84c-3ce4-4c05-8b2d-5538b7802656,MSCS5RYFS,MUN,"Service Level for Model CS5, per year, full service",,"ISNRY-FS InsightNow Network, recurring per year, full serv",,,,,,89.10
ed0a95f1-c9be-4df6-8392-524825a255a4,MSCS6A-CO,MUN,"Model CS6, indoor climate monitoring station for temperature, humidity, CO2,Voc, PM and CO, non-recurring",,"ISNN InsightNow Network, non recurring",,Indoorclimate,,,,695.00
5799e377-307c-45c8-8728-7941485fda7f,MSCSVLN-THC,MUN,"Acquire data from indoor climate monitoring station, CS1..5, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,10.00
75cca0e4-e666-4425-87ca-8792c48f3d54,MSCSVLRY-THC,MUN,"Acquire data from indoor climate monitoring station, CS1..5, yearly",,"ISPRY InsightNow Platform, recurring per year",,,,,,49.00
a718cee1-f04e-4ab4-b686-9a9ce4fd0cdf,MSELAA-LC4,MUN,"Model ELA, EarthLeakage detection and Accu option for LC4 non-recurring",,"ISNN InsightNow Network, non recurring",,,,,,80.00
e0115bbf-338f-4da9-af11-00e4253c28b0,MSGACCN-ADMI,MUN,"Portal admin account, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,25.00
73a99066-14ce-430f-95aa-f6271de29e4a,MSGACCN-USER,MUN,"Portal user account, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,25.00
89e3f9ac-9134-4ca6-9683-b08904014139,MSGACCN-VIEW,MUN,"Portal view account, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,10.00
8941fefd-cd26-48b8-bdb9-413f7d050f0c,MSGACCRQ-ADMI,MUN,"Portal admin account, per 3 months",,"ISPRQ InsightNow Platform, recurring per 3 months",,,,,,22.50
63bc332e-c57b-4e5d-a3ee-c6a83479de26,MSGACCRQ-USER,MUN,"Portal user account, per 3 months",,"ISPRQ InsightNow Platform, recurring per 3 months",,,,,,15.00
a6504b8f-9d0f-4f4d-b536-69185bec8542,MSGACCRQ-VIEW,MUN,"Portal view account, per 3 months",,"ISPRQ InsightNow Platform, recurring per 3 months",,,,,,3.00
43bc8ac5-8959-47a2-b187-b0a46ca227c7,MSGACCRY-ADMI,MUN,"Portal admin account, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,113.40
6bca668f-43dc-49db-9efc-0f074c518256,MSGACCRY-USER,MUN,"Portal user account, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,75.60
9c91df35-3b03-4b67-a5ae-5e9dcfa949bf,MSGACCRY-VIEW,MUN,"Portal view account, per year",,"ISPRY InsightNow Platform, recurring per year",,,,,,14.00
ec63cd69-efe3-4d51-bd6d-583e4aec74a5,MSGAMQPN,MUN,"Integratie Messagebus Koppeling, eenmalig",,"ISPN InsightNow Platform, non-recurring",,Noise,,,,1000.00
8f7cc9f4-ab99-4221-9af5-1040129dcf08,MSGAMQPN,MUN,"Integratie Messagebus Koppeling, eenmalig",,"ISPRY InsightNow Platform, recurring per year",,Noise,,,,1000.00
d6ac3b58-dd94-4f5f-8a0b-04bd22562291,MSGD1A,MUN,"Model GD1, geluidDuider monitoring station class 2, for levels, 1/3 octave spectrum, audiostreaming, direction, peakdetection and suitable for running noise recognition ML models.  Battery capacity 18 hours, internal storage of 64 GB for measurements and  connectivity, IP76. Non-recurring",,"ISNN InsightNow Network, non recurring",,Noise,,,,1395.00
3a3bd8e3-3b1c-47dc-900e-8854beec921c,MSGD1RYCI,MUN,"Service Level for Model GD1, per year, carry-in",,"ISNRY-CI InsightNow Network, recurring per year",,Noise,,,,125.00
a647f0fe-538f-482c-b704-0afe6ca21fe6,MSGD1RYFS,MUN,"Service Level for Model GD1, per year, full service",,"ISNRY-CI InsightNow Network, recurring per year",,Noise,,,,250.00
43d0f1f3-eeeb-49c8-b57a-723e33ff41b5,MSGD1RYFS - Lease,MUN,"Service Level for Model GD1, per year, full service,lease",,"ISNRY-CI InsightNow Network, recurring per year",,Noise,,,,753.95
9cd39e95-fd3e-447b-abaf-485b1daf3c4d,MSGD4A,MUN,"Model GD4, monitoring station klasse 1, voor niveaus, 1/3 octave spectrum, audiostreaming, geluidgebeurtenis detectie, geluidrichting, geschikt voor  geluidsherkennings ML modellen en optioneel SoundScape modellen. Batterij capaciteit 30 uur, interne opslag 256 GB voor metingen en audio, 4G, Ethernet, WiFi, RS485/422, USB, GPS, onderstening van extern weerstation, IP64, eenmalig",,"ISNN InsightNow Network, non recurring",,Noise,,,,3795.00
87874779-9e36-4cd9-8cbd-07ae8e60e102,MSGENTN-I0010,MUN,"Portal license indoor network upto 10 sensors, incl. 2 accounts, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,75.00
c0a42188-18ef-409b-9b40-81e87b910681,MSGENTN-I0025,MUN,"Portal license indoor network upto 25 sensors, incl. 5 accounts, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,145.00
2d75200d-f558-4f73-8edc-464efd99182d,MSGENTN-I0100,MUN,"Portal license indoor network upto 100 sensors, incl. 5 accounts, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,495.00
5015e4b6-db87-473b-bf20-c0ad7aa1778b,MSGENTN-I0250,MUN,"Portal license indoor network upto 250 sensors, incl. 10 accounts, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,995.00
42f536c4-a837-42f3-9cdf-dc6c074df553,MSGENTN-I0251,MUN,"Portal license indoor network upto 1000 sensors, incl. 25 accounts, non-recurring",,"ISPN InsightNow Platform, non-recurring",,,,,,995.00
fdb9984e-fdfc-4b3a-82cf-9d50d65949f5,MSGENTN-M005A002,MUN,"Portal gebruik buiten netwerk tot 5 meters, incl. 2 accounts, eenmalig",,"ISPN InsightNow Platform, non-recurring",,Noise,,,,250.00
